# 15-01-2023 11:25  Dough in @ 68.7 C.
# 15-01-2023 11:26  Noticed that kernels are not crushed properly --> check gap prior to next batch.
# 15-01-2023 11:31  Started mash tracker

15-01-2023 11:31  5.53  46.5
15-01-2023 11:36  5.51  42.7
15-01-2023 11:41  5.48  42.0
15-01-2023 11:46  5.42  45.2
15-01-2023 11:51  5.45  45.7
15-01-2023 11:56  5.41  47.8
15-01-2023 12:01  5.43  45.1
15-01-2023 12:06  5.40  44.4
15-01-2023 12:11  5.41  44.9
15-01-2023 12:16  5.42  40.2
15-01-2023 12:21  5.42  41.7
15-01-2023 12:26  5.41  43.7
15-01-2023 12:31  5.41  42.2
