# 25-06-2023 13:15  Started mash tracker.
25-06-2023 13:20  5.31  49.2
25-06-2023 13:27  5.28  47.4
25-06-2023 13:30  5.28  46.1
25-06-2023 13:35  5.31  43.6
25-06-2023 13:40  5.29  44.9
25-06-2023 13:45  5.26  45.7
25-06-2023 13:50  5.27  46.9
25-06-2023 13:55  5.29  40.9
25-06-2023 14:00  5.27  43.3
25-06-2023 14:05  5.29  41.8
25-06-2023 14:10  5.29  42.1
25-06-2023 14:15  5.29  39.9
25-06-2023 14:20  5.27  43.9
25-06-2023 14:25  5.31  34.7
25-06-2023 14:30  5.29  38.9
# 25-06-2023 14:30  Stopped the mash tracker.
