# Date Time  Temperature
19-02-2023 18:00  17.8
19-02-2023 18:15  17.8
19-02-2023 18:30  17.8
19-02-2023 18:45  17.8
19-02-2023 19:00  17.8
19-02-2023 19:15  17.8
19-02-2023 19:30  17.8
19-02-2023 19:45  17.9
19-02-2023 20:00  18.0
19-02-2023 20:15  18.1
19-02-2023 20:30  18.2
19-02-2023 20:45  18.2
19-02-2023 21:00  18.4
19-02-2023 21:15  18.4
19-02-2023 21:30  18.5
19-02-2023 21:45  18.5
19-02-2023 22:00  18.5
19-02-2023 22:15  18.5
19-02-2023 22:30  18.5
19-02-2023 22:45  18.5
19-02-2023 23:00  18.2
19-02-2023 23:15  18.1
19-02-2023 23:30  17.9
19-02-2023 23:45  17.7
20-02-2023 00:00  17.6
20-02-2023 00:15  17.4
20-02-2023 00:30  17.4
20-02-2023 00:45  17.4
20-02-2023 01:00  17.4
20-02-2023 01:15  17.4
20-02-2023 01:30  17.4
20-02-2023 01:45  17.4
20-02-2023 02:00  17.4
20-02-2023 02:15  17.4
20-02-2023 02:30  17.6
20-02-2023 02:45  17.6
20-02-2023 03:00  17.7
20-02-2023 03:15  17.8
20-02-2023 03:30  17.9
20-02-2023 03:45  18.0
20-02-2023 04:00  18.2
20-02-2023 04:15  18.3
20-02-2023 04:30  18.3
20-02-2023 04:45  18.5
20-02-2023 05:00  18.5
20-02-2023 05:15  18.5
20-02-2023 05:30  18.5
20-02-2023 05:45  18.4
20-02-2023 06:00  18.4
20-02-2023 06:15  18.2
20-02-2023 06:30  18.1
20-02-2023 06:45  17.9
20-02-2023 07:00  17.7
20-02-2023 07:15  17.5
20-02-2023 07:30  17.5
20-02-2023 07:45  17.5
20-02-2023 08:00  17.5
20-02-2023 08:15  17.5
20-02-2023 08:30  17.5
20-02-2023 08:45  17.5
20-02-2023 09:00  17.5
20-02-2023 09:15  17.5
20-02-2023 09:30  17.5
20-02-2023 09:45  17.7
20-02-2023 10:00  17.8
20-02-2023 10:15  17.9
20-02-2023 10:30  17.9
20-02-2023 10:45  18.1
20-02-2023 11:00  18.1
20-02-2023 11:15  18.4
20-02-2023 11:30  18.4
20-02-2023 11:45  18.5
20-02-2023 12:00  18.5
20-02-2023 12:15  18.5
20-02-2023 12:30  18.5
20-02-2023 14:00  17.9
20-02-2023 14:15  17.8
20-02-2023 14:30  17.7
20-02-2023 14:45  17.5
20-02-2023 15:00  17.5
20-02-2023 15:15  17.5
20-02-2023 15:30  17.5
20-02-2023 15:45  17.5
20-02-2023 16:00  17.5
20-02-2023 16:15  17.5
20-02-2023 16:30  17.5
20-02-2023 16:45  17.6
20-02-2023 17:00  17.7
20-02-2023 17:15  17.8
20-02-2023 17:30  17.9
20-02-2023 17:45  18.0
