# Batch #33: The Thirsty Otter - A2 AnOtter Bodged Bitter
#
#Age  pH    Temp  Remarks  (Age in days, 0 = bottling day)
   0  4.28  17.9
 502  4.30  17.8
 531  4.46  14.9
