# Batch #15: The Thirsty Otter - 74 Wet Hops Blonde Ale (Chinook)
#
#Age  pH    Temp  Remarks  (Age in days, 0 = bottling day)
   0  4.23  18.2
 468  4.11  16.3
 580  4.12  17.7
