01:20:00 PM,5.31,49.2,C.
01:27:00 PM,5.28,47.4,C.
01:30:00 PM,5.28,46.1,C.
01:35:00 PM,5.31,43.6,C
01:40:00 PM,5.29,44.9,C.
01:45:00 PM,5.26,45.7,C.
01:50:00 PM,5.27,46.9,C
01:55:00 PM,5.29,40.9,C.
02:00:00 PM,5.27,43.3,C
02:05:00 PM,5.29,41.8,C.
02:10:00 PM,5.29,42.1,C.
02:15:00 PM,5.29,39.9,C.
02:20:00 PM,5.27,43.9,C.
02:25:00 PM,5.31,34.7,C.
02:30:00 PM,5.29,38.9,C
