# Date Time  Temperature (in degrees C)  dp (in mm H2O)  Specific Gravity
06-09-2020 13:35  20.7  0   1.041
06-09-2020 14:46  24.0  0
06-09-2020 16:01  22.2  10
06-09-2020 17:16  22.0  25
06-09-2020 19:06  21.7  50
06-09-2020 21:21  21.2  50
06-09-2020 23:12  21.5  50
07-09-2020 04:37  21.5  50
07-09-2020 09:19  21.8  50
07-09-2020 12:44  21.8  50
07-09-2020 15:07  21.4  50
07-09-2020 18:19  22.4  50
07-09-2020 21:48  22.0  50
07-09-2020 22:47  22.0  50
08-09-2020 06:34  21.9  45
08-09-2020 10:35  21.9  40
08-09-2020 13:42  20.9  35
08-09-2020 17:40  20.8  35
08-09-2020 23:23  20.9  20
09-09-2020 08:27  20.2  5
09-09-2020 14:35  20.9  10
09-09-2020 19:49  20.1  5
09-09-2020 22:27  20.2  3
10-09-2020 08:41  20.4  3
10-09-2020 11:41  20.2  3
10-09-2020 13:38  20.2  3
10-09-2020 17:12  20.0  3
10-09-2020 18:44  20.4  3
10-09-2020 23:10  20.6  1
11-09-2020 01:07  20.6  1
11-09-2020 08:27  20.2  1.
11-09-2020 17:04  20.9  5
11-09-2020 23:32  20.9  2
12-09-2020 07:39  20.4  1
12-09-2020 21:26  20.4  1
12-09-2020 23:53  20.2  1
13-09-2020 09:45  20.9  1
13-09-2020 12:40  20.0  0.1
13-09-2020 16:17  20.9  0.1
13-09-2020 21:02  20.3  0.1
14-09-2020 00:14  20.5  1
14-09-2020 08:20  20.3  0.1
14-09-2020 11:57  20.3  0.1
14-09-2020 17:00  20.9  2
14-09-2020 22:02  20.9  1
15-09-2020 00:34  20.8  2
15-09-2020 08:30  20.5  0.1
15-09-2020 13:24  20.7  1
15-09-2020 19:37  20.9  1
15-09-2020 23:11  20.4  1
16-09-2020 08:28  20.8  0.1
16-09-2020 13:01  20.9  0.1
16-09-2020 19:24  21.1  0.1  1.002
