# Date Time  Temperature (in degrees C)  dp (in mm H2O)  Specific Gravity
21-11-2020 20:51  21.7   0  1.042
22-11-2020 00:19  20.0   0
22-11-2020 01:02  20.6  50
22-11-2020 09:25  18.3  50
22-11-2020 12:36  18.4  50
22-11-2020 15:50  18.6  50
22-11-2020 19:34  18.8  50
22-11-2020 23:57  18.3  50
23-11-2020 07:24  18.5  50
23-11-2020 11:56  18.5  50
23-11-2020 17:07  18.8  50
23-11-2020 23:37  19.1  50
24-11-2020 06:58  18.7  50
24-11-2020 11:59  18.8  50
24-11-2020 18:01  18.5  50
24-11-2020 23:26  18.8  50
25-11-2020 08:10  17.4  45
25-11-2020 12:44  17.4  50
25-11-2020 18:04  17.5  50
25-11-2020 23:38  17.5  50
26-11-2020 08:41  17.9  50
26-11-2020 18:15  17.2  50
26-11-2020 23:59  17.4  50
27-11-2020 08:12  17.0  45
27-11-2020 12:36  17.6  50
27-11-2020 20:23  17.0  50
27-11-2020 23:48  17.9  50
28-11-2020 09:17  17.2  45
28-11-2020 12:36  17.0  45
28-11-2020 16:25  17.7  50
28-11-2020 20:32  17.5  50
28-11-2020 23:57  17.5  45
29-11-2020 09:36  17.4  45
29-11-2020 13:00  17.2  45
29-11-2020 18:02  17.4  45
29-11-2020 23:57  17.1  45
30-11-2020 08:45  17.3  45
30-11-2020 13:03  17.0  45
30-11-2020 19:02  16.6  45
30-11-2020 22:44  17.1  45
01-12-2020 08:24  17.6  45
01-12-2020 10:47  17.9  50
01-12-2020 13:46  17.4  45
01-12-2020 17:07  17.7  45
01-12-2020 22:48  17.8  50
02-12-2020 08:46  17.9  45
02-12-2020 13:01  17.6  50
02-12-2020 18:12  17.2  50
02-12-2020 23:09  17.6  45
03-12-2020 08:55  17.2  50
03-12-2020 13:31  17.2  45
03-12-2020 18:31  17.2  45
03-12-2020 23:53  17.7  50
04-12-2020 08:28  17.2  45
04-12-2020 12:36  17.5  45
04-12-2020 18:21  17.2  45
04-12-2020 22:39  17.4  45
05-12-2020 10:46  16.4  40
05-12-2020 13:30  16.4  40  1.002
