# Batch #34: The Thirsty Otter - 73 Two Pints and a Packet of Hops (Fuggle and East Kent Goldings) v2
#
# Age  pH    Temp  Remarks  (Age in days, 0 = bottling day)
    0  4.33  17.8
  190  4.32  17.2
