# Batch #25: The Thirsty Otter - 68 Two Pints and a Packet of Hops (Fuggle and East Kent Goldings)
#
#Age  pH    Temp  Remarks  (Age in days, 0 = bottling day)
   0  4.41  14.8
 622  4.49  16.9
 
